# File generated by CMD 3.2 (http://stev.oapd.inaf.it/cmd) on Wed May 29 16:04:51 CEST 2019
# isochrones based on PARSEC release v1.2S +  COLIBRI S_35
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# Photometric system: Gaia's DR2 G, G_BP and G_RP (Vegamags, Gaia passbands from Maiz-Apellaniz and Weiler 2018)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini logAge Mini int_IMF  Mass   logL    logTe  logg  label   McoreTP C_O  period0 period1 pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Gmag    G_BPbrmag  G_BPftmag  G_RPmag
0.0152 7.750 2.3733785152 2.5815889835    2.373  1.539  4.0271  4.335    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.104e-01 2.744e-01 2.700e-03 7.373e-04 6.697e-03 -1.000 1.522e-02 0.923 1.261 1.233 1.227 1.313
0.0152 7.750 2.4000000954 2.5823426247    2.400  1.558  4.0304  4.334    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.104e-01 2.744e-01 2.700e-03 7.373e-04 6.697e-03 -1.000 1.521e-02 0.875 1.228 1.199 1.193 1.283
0.0152 7.750 2.5999999046 2.5874414444    2.601  1.697  4.0533  4.322    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.528 0.997 0.958 0.948 1.068
0.0152 7.750 2.6477565765 2.5885286331    2.648  1.728  4.0584  4.318    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.449 0.944 0.903 0.893 1.018
0.0152 7.750 2.8000001907 2.5917119980    2.801  1.826  4.0740  4.307    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.205 0.780 0.734 0.722 0.865
0.0152 7.750 2.8091251850 2.5918900967    2.810  1.832  4.0749  4.307    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 0.191 0.771 0.724 0.712 0.856
0.0152 7.750 3.0000000000 2.5953342915    3.001  1.946  4.0928  4.292    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.096 0.579 0.526 0.512 0.674
0.0152 7.750 3.0589225292 2.5962982178    3.060  1.980  4.0981  4.288    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.181 0.522 0.467 0.452 0.620
0.0152 7.750 3.2000000477 2.5984411240    3.200  2.060  4.1102  4.276    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.379 0.389 0.330 0.314 0.494
0.0152 7.750 3.4000000954 2.6011312008    3.399  2.167  4.1262  4.259    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.647 0.210 0.146 0.128 0.324
0.0152 7.750 3.5440282822 2.6028537750    3.543  2.241  4.1370  4.247    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.832 0.086 0.019 -0.000 0.206
0.0152 7.750 3.6000001431 2.6034805775    3.599  2.269  4.1411  4.242    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -0.902 0.039 -0.030 -0.049 0.161
0.0152 7.750 3.7457225323 2.6050119400    3.745  2.340  4.1512  4.228    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.080 -0.081 -0.153 -0.174 0.046
0.0152 7.750 3.8000001907 2.6055479050    3.799  2.366  4.1548  4.223    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.145 -0.126 -0.199 -0.220 0.003
0.0152 7.750 3.8766574860 2.6062755585    3.877  2.402  4.1598  4.216    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.235 -0.187 -0.262 -0.283 -0.055
0.0152 7.750 4.0000000000 2.6073791981    4.002  2.460  4.1675  4.203    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.379 -0.287 -0.364 -0.386 -0.151
0.0152 7.750 4.1518750191 2.6086351871    4.151  2.529  4.1765  4.185    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.552 -0.408 -0.487 -0.511 -0.267
0.0152 7.750 4.1999998093 2.6090114117    4.199  2.550  4.1792  4.180    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.606 -0.446 -0.526 -0.550 -0.304
0.0152 7.750 4.3843951225 2.6103656292    4.383  2.631  4.1892  4.157    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.809 -0.591 -0.674 -0.699 -0.443
0.0152 7.750 4.4000000954 2.6104743481    4.398  2.638  4.1900  4.155    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.826 -0.603 -0.686 -0.711 -0.455
0.0152 7.750 4.4815692902 2.6110279560    4.480  2.673  4.1941  4.145    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -1.913 -0.666 -0.751 -0.776 -0.515
0.0152 7.750 4.5999999046 2.6117916107    4.599  2.723  4.1998  4.129    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.038 -0.758 -0.845 -0.871 -0.604
0.0152 7.750 4.6068978310 2.6118347645    4.606  2.726  4.2001  4.128    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.045 -0.763 -0.850 -0.876 -0.610
0.0152 7.750 4.7989149094 2.6129775047    4.798  2.807  4.2085  4.099    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.246 -0.916 -1.005 -1.032 -0.757
0.0152 7.750 4.8000001907 2.6129837036    4.799  2.807  4.2086  4.098    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.247 -0.916 -1.006 -1.033 -0.758
0.0152 7.750 4.8634862900 2.6133387089    4.863  2.833  4.2112  4.088    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.313 -0.967 -1.057 -1.084 -0.807
0.0152 7.750 5.0000000000 2.6140668392    5.000  2.890  4.2162  4.064    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.455 -1.079 -1.171 -1.199 -0.917
0.0152 7.750 5.0137219429 2.6141374111    5.014  2.895  4.2167  4.061    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.469 -1.091 -1.182 -1.210 -0.928
0.0152 7.750 5.1653470993 2.6148896217    5.167  2.958  4.2216  4.032    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.624 -1.217 -1.311 -1.339 -1.052
0.0152 7.750 5.1999998093 2.6150546074    5.201  2.972  4.2226  4.025    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.659 -1.247 -1.341 -1.369 -1.081
0.0152 7.750 5.3041372299 2.6155350208    5.306  3.014  4.2254  4.002    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.764 -1.336 -1.431 -1.460 -1.168
0.0152 7.750 5.3999996185 2.6159586906    5.402  3.053  4.2274  3.980    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.862 -1.422 -1.517 -1.546 -1.253
0.0152 7.750 5.4311518669 2.6160926819    5.433  3.065  4.2281  3.972    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -2.893 -1.450 -1.545 -1.575 -1.280
0.0152 7.750 5.5366282463 2.6165332794    5.539  3.109  4.2295  3.943    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.002 -1.551 -1.647 -1.676 -1.380
0.0152 7.750 5.5999994278 2.6167888641    5.602  3.135  4.2301  3.924    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.068 -1.613 -1.709 -1.739 -1.442
0.0152 7.750 5.6579256058 2.6170167923    5.660  3.159  4.2305  3.906    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.127 -1.671 -1.767 -1.797 -1.500
0.0152 7.750 5.7956137657 2.6175374985    5.798  3.216  4.2302  3.858    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.270 -1.816 -1.913 -1.943 -1.646
0.0152 7.750 5.8000001907 2.6175537109    5.802  3.218  4.2302  3.856    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.275 -1.821 -1.918 -1.948 -1.651
0.0152 7.750 5.8377895355 2.6176912785    5.840  3.234  4.2299  3.842    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.314 -1.862 -1.959 -1.988 -1.692
0.0152 7.750 5.9475851059 2.6180801392    5.950  3.280  4.2278  3.796    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.430 -1.992 -2.087 -2.117 -1.822
0.0152 7.750 6.0000000000 2.6182601452    6.002  3.302  4.2262  3.771    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.486 -2.057 -2.153 -2.183 -1.889
0.0152 7.750 6.0462522507 2.6184158325    6.048  3.322  4.2246  3.748    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.535 -2.116 -2.211 -2.241 -1.949
0.0152 7.750 6.1369738579 2.6187133789    6.139  3.361  4.2201  3.697    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.633 -2.242 -2.336 -2.365 -2.077
0.0152 7.750 6.1999998093 2.6189143658    6.201  3.390  4.2158  3.656    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.704 -2.339 -2.431 -2.460 -2.176
0.0152 7.750 6.2461252213 2.6190583706    6.247  3.410  4.2124  3.625    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.755 -2.410 -2.502 -2.531 -2.250
0.0152 7.750 6.3248448372 2.6192986965    6.326  3.446  4.2052  3.566    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.845 -2.543 -2.633 -2.661 -2.386
0.0152 7.750 6.3952198029 2.6195077896    6.396  3.480  4.1974  3.506    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.929 -2.674 -2.762 -2.789 -2.521
0.0152 7.750 6.4000000954 2.6195218563    6.400  3.482  4.1969  3.502    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -3.935 -2.683 -2.770 -2.798 -2.531
0.0152 7.750 6.4625158310 2.6197028160    6.463  3.515  4.1908  3.449    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.017 -2.800 -2.886 -2.913 -2.652
0.0152 7.750 6.4857892990 2.6197690964    6.486  3.527  4.1891  3.431    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.049 -2.842 -2.928 -2.955 -2.695
0.0152 7.750 6.5078115463 2.6198315620    6.508  3.545  4.1945  3.437    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.092 -2.854 -2.941 -2.969 -2.704
0.0152 7.750 6.5227975845 2.6198735237    6.523  3.563  4.2053  3.463    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.137 -2.836 -2.926 -2.954 -2.679
0.0152 7.750 6.5277576447 2.6198873520    6.527  3.576  4.2163  3.494    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.171 -2.805 -2.899 -2.928 -2.642
0.0152 7.750 6.5300655365 2.6198940277    6.530  3.592  4.2274  3.523    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.209 -2.778 -2.875 -2.905 -2.609
0.0152 7.750 6.5312075615 2.6198971272    6.531  3.608  4.2372  3.546    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.251 -2.763 -2.862 -2.893 -2.588
0.0152 7.750 6.5319499969 2.6198992729    6.532  3.625  4.2458  3.563    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.292 -2.754 -2.856 -2.888 -2.575
0.0152 7.750 6.5320391655 2.6198995113    6.532  3.626  4.2466  3.565    1  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.295 -2.752 -2.855 -2.887 -2.573
0.0152 7.750 6.5323419571 2.6199002266    6.532  3.604  4.2397  3.560    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.239 -2.736 -2.836 -2.868 -2.560
0.0152 7.750 6.5325856209 2.6199009418    6.532  3.584  4.2315  3.547    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.190 -2.735 -2.833 -2.864 -2.564
0.0152 7.750 6.5327973366 2.6199016571    6.533  3.572  4.2217  3.520    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.160 -2.763 -2.858 -2.887 -2.597
0.0152 7.750 6.5330471992 2.6199023724    6.533  3.569  4.2092  3.473    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.152 -2.828 -2.920 -2.948 -2.670
0.0152 7.750 6.5332922935 2.6199028492    6.533  3.576  4.1972  3.418    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.170 -2.917 -3.005 -3.032 -2.765
0.0152 7.750 6.5335412025 2.6199035645    6.533  3.587  4.1852  3.359    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.197 -3.014 -3.098 -3.125 -2.869
0.0152 7.750 6.5337929726 2.6199042797    6.534  3.597  4.1733  3.301    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.223 -3.109 -3.190 -3.216 -2.972
0.0152 7.750 6.5340456963 2.6199049950    6.534  3.605  4.1614  3.245    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.243 -3.199 -3.276 -3.301 -3.068
0.0152 7.750 6.5342969894 2.6199057102    6.534  3.611  4.1495  3.192    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.258 -3.283 -3.356 -3.380 -3.159
0.0152 7.750 6.5345449448 2.6199064255    6.534  3.616  4.1376  3.140    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.269 -3.361 -3.431 -3.453 -3.244
0.0152 7.750 6.5347876549 2.6199071407    6.534  3.619  4.1258  3.090    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.276 -3.435 -3.501 -3.523 -3.325
0.0152 7.750 6.5350236893 2.6199078560    6.535  3.620  4.1140  3.041    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.281 -3.506 -3.568 -3.589 -3.403
0.0152 7.750 6.5352530479 2.6199083328    6.535  3.621  4.1022  2.993    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.283 -3.573 -3.632 -3.651 -3.478
0.0152 7.750 6.5354743004 2.6199090481    6.535  3.621  4.0904  2.946    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.282 -3.637 -3.692 -3.710 -3.549
0.0152 7.750 6.5357394218 2.6199097633    6.535  3.620  4.0756  2.888    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.280 -3.712 -3.762 -3.779 -3.633
0.0152 7.750 6.5359416008 2.6199102402    6.536  3.618  4.0639  2.842    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.276 -3.769 -3.815 -3.831 -3.698
0.0152 7.750 6.5361351967 2.6199109554    6.536  3.616  4.0521  2.797    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.271 -3.824 -3.865 -3.880 -3.760
0.0152 7.750 6.5363202095 2.6199114323    6.536  3.614  4.0403  2.753    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.264 -3.876 -3.913 -3.926 -3.819
0.0152 7.750 6.5364961624 2.6199119091    6.536  3.611  4.0286  2.709    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.257 -3.925 -3.958 -3.970 -3.876
0.0152 7.750 6.5366644859 2.6199123859    6.536  3.607  4.0168  2.665    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.248 -3.972 -4.001 -4.011 -3.931
0.0152 7.750 6.5368237495 2.6199128628    6.537  3.603  4.0050  2.622    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.239 -4.016 -4.041 -4.050 -3.983
0.0152 7.750 6.5370125771 2.6199133396    6.537  3.598  3.9903  2.568    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.226 -4.069 -4.088 -4.095 -4.046
0.0152 7.750 6.5371551514 2.6199138165    6.537  3.594  3.9786  2.526    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.214 -4.108 -4.122 -4.128 -4.094
0.0152 7.750 6.5372900963 2.6199140549    6.537  3.589  3.9670  2.484    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.203 -4.145 -4.153 -4.157 -4.140
0.0152 7.750 6.5374197960 2.6199145317    6.537  3.584  3.9553  2.442    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.190 -4.178 -4.180 -4.183 -4.185
0.0152 7.750 6.5375428200 2.6199147701    6.537  3.579  3.9436  2.401    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.177 -4.207 -4.202 -4.203 -4.228
0.0152 7.750 6.5376596451 2.6199150085    6.537  3.574  3.9320  2.360    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.164 -4.233 -4.219 -4.219 -4.268
0.0152 7.750 6.5377712250 2.6199154854    6.537  3.568  3.9203  2.319    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.150 -4.251 -4.227 -4.225 -4.304
0.0152 7.750 6.5378775597 2.6199157238    6.538  3.562  3.9086  2.278    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.136 -4.263 -4.228 -4.224 -4.338
0.0152 7.750 6.5379781723 2.6199159622    6.538  3.556  3.8970  2.237    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.121 -4.270 -4.220 -4.215 -4.368
0.0152 7.750 6.5380744934 2.6199162006    6.538  3.550  3.8853  2.196    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.106 -4.271 -4.206 -4.198 -4.395
0.0152 7.750 6.5381650925 2.6199164391    6.538  3.544  3.8736  2.156    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.090 -4.267 -4.184 -4.175 -4.421
0.0152 7.750 6.5382518768 2.6199166775    6.538  3.538  3.8619  2.115    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.075 -4.260 -4.158 -4.147 -4.445
0.0152 7.750 6.5383334160 2.6199169159    6.538  3.532  3.8503  2.075    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.059 -4.250 -4.125 -4.112 -4.468
0.0152 7.750 6.5384111404 2.6199171543    6.538  3.525  3.8388  2.035    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.043 -4.237 -4.089 -4.074 -4.488
0.0152 7.750 6.5384855270 2.6199173927    6.538  3.519  3.8271  1.995    2  0.000  0.538     0.00     0.00 -1    -1e-30      0.00 7.092e-01 2.755e-01 2.710e-03 7.399e-04 6.720e-03 -1.000 1.527e-02 -4.027 -4.221 -4.049 -4.032 -4.506
