RA_ICRS,DE_ICRS,Source,GLON,GLAT,plx,pmRA_1,pmDE_1,o_Gmag,Gmag,BP-RP,PMemb,Cluster,_RA_icrs,_DE_icrs,RAhour,DEdeg,Bmag,Vmag,Jmag,Hmag,Ksmag,e_Jmag,e_Hmag,e_Ksmag,pmRA_2,pmDE_2,e_pm,RV,e_RV,Qflg,Rflg,Bflg,2MASS,ASCC,SpType,Rcl,Ps,Pkin,PJKs,PJH,MWSC,Separation
-0.3666969943,-29.12050848612,2332968034086364672,20.1536662793,-78.1733460881,4.2381,18.853,2.5450000000000004,233,17.590658,2.791998,1.0,Blanco_1,359.633210088089,-29.1205194437269,-0.02445526,-29.120495,19.5,17.2,14.598,14.046,13.762,0.035,0.037,0.052,18.54,-2.88,4.09,999.99,-9.99,AAA,222,111,142156441,0,,1.3997,1,65.81,90.1,96.78,7,0.4177925274070029
0.7034246854,-29.31172324745,2333005344467248768,18.569848684,-79.0741470626,4.2646,18.675,2.2390000000000003,239,12.181563,0.931111,1.0,Blanco_1,0.703332473123708,-29.3117328875572,0.04688633,-29.311724,12.1,11.6,11.034,10.64,10.59,0.03,0.03,0.03,14.02,0.25,3.9,999.99,-9.99,AAA,222,111,1124191630,0,,0.7062,1,54.89,100.0,100.0,7,0.4073081956682761
-0.26810453682,-29.12608411637,2332965216587822464,20.0782045136,-78.2582671672,4.1881,18.525000000000002,2.632,208,12.980476,1.143508,1.0,Blanco_1,359.731804157177,-29.1260954485613,-0.01788059,-29.126083,13.7,12.4,11.541,11.025,10.92,0.03,0.03,0.03,18.52,0.85,4.09,999.99,-9.99,AAA,222,111,142156455,0,,1.3304,1,94.96,100.0,100.0,7,0.32808885706834096
0.61712372187,-29.17970506308,2333010154830630272,19.3140974919,-79.0184689386,3.9164,18.836000000000002,3.2710000000000004,228,17.68977,3.190561,1.0,Blanco_1,0.61703083453075,-29.1797191465202,0.04113467,-29.179695,19.9,17.6,14.472,13.865,13.602,0.03,0.039,0.037,15.67,0.46,3.9,999.99,-9.99,AAA,222,111,1124189166,0,,0.8528,1,72.42,47.16,98.12,7,0.3277475976628629
0.43118282057,-29.46291705021,2332903712656230656,17.9803140838,-78.8165583221,4.3472,18.740000000000002,3.3380000000000005,252,17.787786,2.770655,0.8,Blanco_1,0.431090149717102,-29.4629314221223,0.02873687,-29.462917,19.3,17.3,14.876,14.193,14.017,0.035,0.056,0.063,22.84,9.14,4.09,999.99,-9.99,AAA,222,111,108798362,0,,0.6662,1,42.75,72.14,29.92,7,0.4066880026111412
0.28515327866,-28.61568757711,2333096436428744192,22.3919082749,-78.7907054722,4.1161,18.639000000000003,2.253,244,11.49111,0.787159,1.0,Blanco_1,0.285061860894044,-28.615697277496,0.01900507,-28.6157,12.082,11.63,10.546,10.249,10.204,0.03,0.03,0.03,18.62,2.7,3.15,999.99,-9.99,AAA,222,111,1124173251,1616749,,1.4798,1,96.62,100.0,100.0,7,0.24797161409600185
0.70308747559,-29.27788104914,2333005451841565056,18.7467010882,-79.0788638127,4.0955,18.734,3.208,241,16.494804,2.821135,1.0,Blanco_1,0.702995002633148,-29.2778948613304,0.04686454,-29.277884,18.2,16.2,13.548,12.938,12.668,0.03,0.032,0.03,19.2,-5.55,3.9,999.99,-9.99,AAA,222,111,1124191685,0,,0.7392,1,36.35,82.91,100.0,7,0.37489654087984214
0.70224694216,-29.19244373146,2333007101109005056,19.1938302357,-79.090327616,4.0059,18.735000000000003,2.93,246,17.224047,2.977609,1.0,Blanco_1,0.702154541416551,-29.1924563467061,0.0468082,-29.192455,19.0,16.9,14.135,13.494,13.269,0.03,0.032,0.03,15.81,-3.41,3.9,999.99,-9.99,AAA,222,111,1124191828,0,,0.8231,1,45.74,52.39,82.11,7,0.3915927479507426
0.79648396187,-28.43711951776,2333114784529096192,23.1460514856,-79.2523304237,4.172,18.64,2.3970000000000002,246,16.594172,2.791425,1.0,Blanco_1,0.796392693941285,-28.4371298381462,0.05309441,-28.43714,18.4,16.4,13.659,13.015,12.824,0.03,0.03,0.03,21.42,-4.55,3.79,999.99,-9.99,AAA,222,111,1124193005,0,,1.5648,1,42.2,100.0,100.0,7,0.22637175173894636
0.61561000753,-29.1615486889,2333010262204934016,19.4094775269,-79.0196159613,3.8444,18.586000000000002,3.075,230,16.971022,2.648516,1.0,Blanco_1,0.615518369246046,-29.1615619284521,0.04103441,-29.161541,18.8,16.6,14.123,13.52,13.319,0.03,0.037,0.03,16.2,-3.82,3.9,999.99,-9.99,AAA,222,111,1124189137,0,,0.8706,1,44.3,100.0,100.0,7,0.29624828320942287
1.0100333698,-28.85633045418,2333042143747087616,20.7980714441,-79.3998577193,4.1024,18.64,2.1630000000000003,256,16.388424,2.450119,0.9,Blanco_1,1.00994173635207,-28.8563397670657,0.06732826,-28.856339,17.9,16.2,13.729,13.074,12.831,0.03,0.032,0.032,16.26,0.0,4.0,999.99,-9.99,AAA,222,111,108833827,0,,1.1488,1,76.55,46.63,100.0,7,0.34626171763371566
-0.51235509335,-29.36112546772,2332954427629986048,19.0711741117,-78.0178064207,4.067,18.898000000000003,2.9710000000000005,206,12.607049,1.161637,1.0,Blanco_1,359.487551548026,-29.361138259493,-0.03416559,-29.361101,13.1,12.1,11.085,10.612,10.501,0.03,0.03,0.03,17.64,2.96,4.09,999.99,-9.99,AAA,222,111,142140364,0,,1.372,1,93.15,100.0,100.0,7,0.4133137193775447
0.12837262574,-29.34700555612,2332922331338391936,18.7657767785,-78.5730028446,4.083,19.076,2.011,245,17.339088,2.786776,1.0,Blanco_1,0.128278400836798,-29.3470142145591,0.00855133,-29.347004,18.9,17.0,14.343,13.792,13.588,0.03,0.035,0.037,26.42,-1.8,3.9,999.99,-9.99,AAA,222,111,1124152170,0,,0.9267,1,36.29,72.6,91.37,7,0.32223220785952406
